sample_id	tissue
GTEX-1EWIQ-0326-SM-7DHMQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-1EWIQ-0426-SM-793D4	Nerve - Tibial
GTEX-1EWIQ-0526-SM-7PBYV	Artery - Tibial
GTEX-1EWIQ-0626-SM-7PBYW	Muscle - Skeletal
GTEX-1EWIQ-0726-SM-7MKFW	Liver
GTEX-1EWIQ-0826-SM-7MXTH	Thyroid
GTEX-1EWIQ-0926-SM-7RHG7	Lung
GTEX-1EWIQ-1026-SM-7P8S1	Artery - Aorta
GTEX-1EWIQ-1126-SM-7EPIK	Heart - Atrial Appendage
GTEX-1EWIQ-1426-SM-7IGOS	Heart - Left Ventricle
GTEX-1EWIQ-1526-SM-79OO7	Esophagus - Mucosa
GTEX-1EWIQ-1726-SM-7SB7T	Breast - Mammary Tissue
GTEX-1EWIQ-2226-SM-7MGXJ	Ovary
GTEX-1EWIQ-2326-SM-7IGNF	Vagina
GTEX-1EWIQ-2526-SM-7EPIJ	Adipose - Visceral (Omentum)
GTEX-1EWIQ-3026-SM-7IGOJ	Brain - Cerebellum
GTEX-1EWIQ-3126-SM-7MXTI	Brain - Cortex
GTEX-1EWIQ-3226-SM-7MKGP	Pituitary
GTEX-1EX96-0006-SM-ARU6J	Whole Blood
GTEX-1EX96-0008-SM-EWRMB	Cells - Cultured fibroblasts
GTEX-1EX96-0011-R10b-SM-CE6QR	Brain - Frontal Cortex (BA9)
GTEX-1EX96-0011-R1a-SM-CE6R5	Brain - Hippocampus
GTEX-1EX96-0011-R3b-SM-ARZMH	Brain - Anterior cingulate cortex (BA24)
GTEX-1EX96-0011-R4a-SM-ARU82	Brain - Amygdala
GTEX-1EX96-0011-R5a-SM-ARU83	Brain - Caudate (basal ganglia)
GTEX-1EX96-0011-R6a-SM-9OSVV	Brain - Nucleus accumbens (basal ganglia)
GTEX-1EX96-0011-R7a-SM-9OSVW	Brain - Putamen (basal ganglia)
GTEX-1EX96-0126-SM-9KNVH	Thyroid
GTEX-1EX96-0226-SM-7RHHR	Lung
GTEX-1EX96-1026-SM-7MKG2	Skin - Not Sun Exposed (Suprapubic)
GTEX-1EX96-1226-SM-7RHG1	Artery - Tibial
GTEX-1EX96-1326-SM-7PC36	Nerve - Tibial
GTEX-1EX96-1426-SM-7PBZ5	Adipose - Subcutaneous
GTEX-1EX96-1526-SM-7PBXK	Muscle - Skeletal
GTEX-1EX96-1626-SM-7PBXR	Skin - Sun Exposed (Lower leg)
GTEX-1EX96-2126-SM-9KNU8	Esophagus - Muscularis
GTEX-1EX96-2226-SM-7MKGT	Esophagus - Mucosa
GTEX-1EX96-2526-SM-7RHGW	Heart - Left Ventricle
GTEX-1EX96-2626-SM-9MQJV	Heart - Atrial Appendage
GTEX-1EX96-2726-SM-7SB88	Artery - Aorta
GTEX-1EX96-2826-SM-7PBZQ	Artery - Coronary
GTEX-1EX96-2926-SM-7MXVD	Pituitary
GTEX-1EX96-3026-SM-7RHH5	Brain - Cortex
GTEX-1EX96-3126-SM-9JGGC	Brain - Cerebellum
GTEX-1F48J-0001-SM-EVR39	Cells - EBV-transformed lymphocytes
GTEX-1F48J-0006-SM-ARL6W	Whole Blood
GTEX-1F48J-0008-SM-EWRMD	Cells - Cultured fibroblasts
GTEX-1F48J-0011-R10a-SM-9QEIB	Brain - Frontal Cortex (BA9)
GTEX-1F48J-0011-R11b-SM-9OSWV	Brain - Cerebellar Hemisphere
GTEX-1F48J-0011-R1a-SM-9QEIC	Brain - Hippocampus
GTEX-1F48J-0011-R2a-SM-CL535	Brain - Substantia nigra
GTEX-1F48J-0011-R3b-SM-9OSVY	Brain - Anterior cingulate cortex (BA24)
GTEX-1F48J-0011-R4b-SM-9OSVX	Brain - Amygdala
GTEX-1F48J-0011-R5b-SM-9OSVZ	Brain - Caudate (basal ganglia)
GTEX-1F48J-0011-R6a-SM-CJI2F	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F48J-0011-R7a-SM-CJI2G	Brain - Putamen (basal ganglia)
GTEX-1F48J-0011-R8a-SM-9OSWW	Brain - Hypothalamus
GTEX-1F48J-0126-SM-7P8TT	Skin - Sun Exposed (Lower leg)
GTEX-1F48J-0226-SM-7SB82	Adipose - Subcutaneous
GTEX-1F48J-0426-SM-7SB8S	Nerve - Tibial
GTEX-1F48J-0526-SM-9WYSX	Muscle - Skeletal
GTEX-1F48J-0726-SM-7RHGS	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F48J-0826-SM-9WPOD	Lung
GTEX-1F48J-0926-SM-7P8PZ	Thyroid
GTEX-1F48J-1026-SM-7P8SO	Heart - Left Ventricle
GTEX-1F48J-1126-SM-9WYSY	Heart - Atrial Appendage
GTEX-1F48J-1326-SM-7RHGJ	Artery - Aorta
GTEX-1F48J-1426-SM-7P8SC	Esophagus - Gastroesophageal Junction
GTEX-1F48J-1626-SM-9WPOE	Esophagus - Muscularis
GTEX-1F48J-1826-SM-7SB8T	Adipose - Visceral (Omentum)
GTEX-1F48J-2226-SM-7MXTN	Kidney - Cortex
GTEX-1F48J-2326-SM-7MKG3	Ovary
GTEX-1F48J-2526-SM-7P8TU	Vagina
GTEX-1F48J-2726-SM-7P8PW	Brain - Cerebellum
GTEX-1F48J-2826-SM-7P8R4	Brain - Cortex
GTEX-1F48J-2926-SM-7MKG4	Pituitary
GTEX-1F52S-0001-SM-EVR36	Cells - EBV-transformed lymphocytes
GTEX-1F52S-0006-SM-ARL6X	Whole Blood
GTEX-1F52S-0008-SM-EWRME	Cells - Cultured fibroblasts
GTEX-1F52S-0011-R11a-SM-CJI23	Brain - Cerebellar Hemisphere
GTEX-1F52S-0011-R3a-SM-CKZNI	Brain - Anterior cingulate cortex (BA24)
GTEX-1F52S-0011-R5a-SM-CJI22	Brain - Caudate (basal ganglia)
GTEX-1F52S-0011-R7b-SM-9QEH8	Brain - Putamen (basal ganglia)
GTEX-1F52S-0011-R8a-SM-9OSXA	Brain - Hypothalamus
GTEX-1F52S-0011-R9a-SM-9WG62	Brain - Spinal cord (cervical c-1)
GTEX-1F52S-0126-SM-9MQJU	Skin - Sun Exposed (Lower leg)
GTEX-1F52S-0226-SM-7SB7U	Adipose - Subcutaneous
GTEX-1F52S-0426-SM-9MQJW	Artery - Tibial
GTEX-1F52S-0526-SM-7P8TP	Thyroid
GTEX-1F52S-0826-SM-7P8TQ	Muscle - Skeletal
GTEX-1F52S-1326-SM-7SB6Q	Adipose - Visceral (Omentum)
GTEX-1F52S-1426-SM-7P8PU	Esophagus - Mucosa
GTEX-1F52S-2226-SM-7MXVE	Ovary
GTEX-1F52S-2926-SM-7MKGA	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F52S-3026-SM-7P8PV	Brain - Cerebellum
GTEX-1F52S-3126-SM-7PC3M	Brain - Cortex
GTEX-1F52S-3226-SM-9JGHR	Pituitary
GTEX-1F5PK-0001-SM-EVR37	Cells - EBV-transformed lymphocytes
GTEX-1F5PK-0005-SM-A96RM	Whole Blood
GTEX-1F5PK-0326-SM-9KNUD	Heart - Left Ventricle
GTEX-1F5PK-0426-SM-7RHHZ	Artery - Coronary
GTEX-1F5PK-0526-SM-7MXUA	Lung
GTEX-1F5PK-0626-SM-7SB6S	Artery - Aorta
GTEX-1F5PK-0726-SM-7MGXN	Spleen
GTEX-1F5PK-0826-SM-7MXVI	Adrenal Gland
GTEX-1F5PK-1526-SM-7MKGV	Esophagus - Mucosa
GTEX-1F5PK-1626-SM-7PBZU	Esophagus - Muscularis
GTEX-1F5PK-1726-SM-7RHHW	Colon - Sigmoid
GTEX-1F5PK-1826-SM-7RHHX	Stomach
GTEX-1F5PK-1926-SM-7MXT7	Colon - Transverse
GTEX-1F5PK-2126-SM-7PC28	Breast - Mammary Tissue
GTEX-1F5PK-2226-SM-7SB6N	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F5PK-2426-SM-7RHHY	Skin - Sun Exposed (Lower leg)
GTEX-1F5PK-2526-SM-9MQKN	Adipose - Subcutaneous
GTEX-1F5PK-2626-SM-7RHH6	Muscle - Skeletal
GTEX-1F5PK-2726-SM-9MQLC	Nerve - Tibial
GTEX-1F5PK-2826-SM-7PC37	Artery - Tibial
GTEX-1F5PL-0008-SM-EWRMC	Cells - Cultured fibroblasts
GTEX-1F5PL-0326-SM-7P8PQ	Skin - Sun Exposed (Lower leg)
GTEX-1F5PL-0426-SM-7P8PR	Muscle - Skeletal
GTEX-1F5PL-0526-SM-7PBYD	Artery - Tibial
GTEX-1F5PL-0726-SM-7MKH8	Pancreas
GTEX-1F5PL-0826-SM-7MXU7	Thyroid
GTEX-1F5PL-0926-SM-7PC2W	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F5PL-1026-SM-7RHI1	Breast - Mammary Tissue
GTEX-1F5PL-1126-SM-7P8SH	Esophagus - Muscularis
GTEX-1F5PL-1226-SM-7P8R5	Esophagus - Gastroesophageal Junction
GTEX-1F5PL-1326-SM-7SB83	Adipose - Visceral (Omentum)
GTEX-1F5PL-1426-SM-7MKFH	Stomach
GTEX-1F5PL-1626-SM-7MXTY	Ovary
GTEX-1F5PL-1726-SM-9QEGL	Esophagus - Mucosa
GTEX-1F5PL-1826-SM-7P8PP	Vagina
GTEX-1F5PL-1926-SM-7MXTP	Colon - Sigmoid
GTEX-1F5PL-2126-SM-7PC2O	Colon - Transverse
GTEX-1F5PL-2226-SM-7MKHE	Spleen
GTEX-1F5PL-2326-SM-7MKFC	Adrenal Gland
GTEX-1F6I4-0002-SM-EVR38	Cells - EBV-transformed lymphocytes
GTEX-1F6I4-0005-SM-ARZKZ	Whole Blood
GTEX-1F6I4-0008-SM-EWRMF	Cells - Cultured fibroblasts
GTEX-1F6I4-0011-R10b-SM-9OSWT	Brain - Frontal Cortex (BA9)
GTEX-1F6I4-0011-R11b-SM-9OSWS	Brain - Cerebellar Hemisphere
GTEX-1F6I4-0011-R1a-SM-9OSWU	Brain - Hippocampus
GTEX-1F6I4-0011-R2a-SM-CL536	Brain - Substantia nigra
GTEX-1F6I4-0011-R3a-SM-9QEH9	Brain - Anterior cingulate cortex (BA24)
GTEX-1F6I4-0011-R5b-SM-9QEHA	Brain - Caudate (basal ganglia)
GTEX-1F6I4-0011-R6a-SM-CE6R4	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F6I4-0011-R7a-SM-CJI24	Brain - Putamen (basal ganglia)
GTEX-1F6I4-0011-R8a-SM-9QEIA	Brain - Hypothalamus
GTEX-1F6I4-0011-R9a-SM-CMKFU	Brain - Spinal cord (cervical c-1)
GTEX-1F6I4-0126-SM-9MQL2	Skin - Sun Exposed (Lower leg)
GTEX-1F6I4-0226-SM-9MQMA	Adipose - Subcutaneous
GTEX-1F6I4-0326-SM-7P8T8	Muscle - Skeletal
GTEX-1F6I4-0426-SM-7SB7K	Nerve - Tibial
GTEX-1F6I4-0526-SM-7PC3B	Artery - Tibial
GTEX-1F6I4-0626-SM-9MQLL	Artery - Coronary
GTEX-1F6I4-0726-SM-7PC2P	Heart - Left Ventricle
GTEX-1F6I4-0826-SM-7RHGK	Heart - Atrial Appendage
GTEX-1F6I4-1026-SM-7P8PS	Lung
GTEX-1F6I4-1326-SM-7P8QQ	Prostate
GTEX-1F6I4-1426-SM-7MXU3	Testis
GTEX-1F6I4-2126-SM-7PC2J	Adipose - Visceral (Omentum)
GTEX-1F6I4-2326-SM-7RHGL	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F6I4-2526-SM-7SB8F	Breast - Mammary Tissue
GTEX-1F6I4-3026-SM-7P8SI	Brain - Cerebellum
GTEX-1F6I4-3126-SM-7P8SD	Brain - Cortex
GTEX-1F6I4-3226-SM-7MKGI	Pituitary
GTEX-1F6IF-0005-SM-ARU6K	Whole Blood
GTEX-1F6IF-0008-SM-EWRMJ	Cells - Cultured fibroblasts
GTEX-1F6IF-0011-R10a-SM-9QEIN	Brain - Frontal Cortex (BA9)
GTEX-1F6IF-0011-R1b-SM-9WG78	Brain - Hippocampus
GTEX-1F6IF-0011-R2b-SM-9QEHB	Brain - Substantia nigra
GTEX-1F6IF-0011-R4b-SM-CKZNJ	Brain - Amygdala
GTEX-1F6IF-0011-R5b-SM-CM2RH	Brain - Caudate (basal ganglia)
GTEX-1F6IF-0011-R6a-SM-9QEIO	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F6IF-0011-R8a-SM-9OSX5	Brain - Hypothalamus
GTEX-1F6IF-0126-SM-9MQLB	Nerve - Tibial
GTEX-1F6IF-0226-SM-7PBZ6	Muscle - Skeletal
GTEX-1F6IF-0426-SM-7PBZV	Artery - Tibial
GTEX-1F6IF-0526-SM-7MKHD	Testis
GTEX-1F6IF-0726-SM-7P8TW	Skin - Sun Exposed (Lower leg)
GTEX-1F6IF-0926-SM-7SB7M	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F6IF-1126-SM-9KNV2	Thyroid
GTEX-1F6IF-2026-SM-7P8SE	Adipose - Visceral (Omentum)
GTEX-1F6IF-2526-SM-7P8TV	Heart - Left Ventricle
GTEX-1F6IF-2926-SM-7MKGB	Pituitary
GTEX-1F6IF-3026-SM-7P8QN	Brain - Cerebellum
GTEX-1F6RS-0008-SM-EWRMG	Cells - Cultured fibroblasts
GTEX-1F6RS-0126-SM-9MQKZ	Skin - Sun Exposed (Lower leg)
GTEX-1F6RS-0226-SM-9MQKO	Adipose - Subcutaneous
GTEX-1F6RS-0826-SM-7P8T9	Lung
GTEX-1F6RS-2026-SM-7RHHC	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F6RS-2726-SM-7MKHA	Ovary
GTEX-1F6RS-3126-SM-9MQK7	Brain - Cortex
GTEX-1F75A-0008-SM-EAZCQ	Cells - Cultured fibroblasts
GTEX-1F75A-0011-R11a-SM-AHZ35	Brain - Cerebellar Hemisphere
GTEX-1F75A-0011-R1b-SM-CE6RA	Brain - Hippocampus
GTEX-1F75A-0011-R3b-SM-ARL8K	Brain - Anterior cingulate cortex (BA24)
GTEX-1F75A-0011-R4a-SM-ARL8J	Brain - Amygdala
GTEX-1F75A-0011-R5a-SM-ARZMJ	Brain - Caudate (basal ganglia)
GTEX-1F75A-0011-R6b-SM-9QEHD	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F75A-0011-R7b-SM-9QEHE	Brain - Putamen (basal ganglia)
GTEX-1F75A-0011-R8a-SM-CL539	Brain - Hypothalamus
GTEX-1F75A-0126-SM-7RHGM	Skin - Sun Exposed (Lower leg)
GTEX-1F75A-0226-SM-7PC2K	Adipose - Subcutaneous
GTEX-1F75A-0326-SM-7MXTR	Thyroid
GTEX-1F75A-0426-SM-7RHGN	Nerve - Tibial
GTEX-1F75A-0526-SM-9WYSS	Artery - Tibial
GTEX-1F75A-0626-SM-7PBYI	Muscle - Skeletal
GTEX-1F75A-0726-SM-7RHHD	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F75A-1026-SM-7PC3W	Heart - Atrial Appendage
GTEX-1F75A-1626-SM-9JGGT	Liver
GTEX-1F75A-1826-SM-7SB8G	Breast - Mammary Tissue
GTEX-1F75A-2026-SM-9KNTR	Adrenal Gland
GTEX-1F75A-2826-SM-7MXTS	Testis
GTEX-1F75A-2926-SM-7MXVN	Brain - Cerebellum
GTEX-1F75A-3026-SM-9KNU2	Brain - Cortex
GTEX-1F75B-0008-SM-EAZCP	Cells - Cultured fibroblasts
GTEX-1F75B-0011-R2a-SM-ARL8I	Brain - Substantia nigra
GTEX-1F75B-0011-R5a-SM-9QEHC	Brain - Caudate (basal ganglia)
GTEX-1F75B-0011-R6a-SM-ARZMI	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F75B-0011-R7a-SM-ARU84	Brain - Putamen (basal ganglia)
GTEX-1F75B-0126-SM-9KNVL	Skin - Sun Exposed (Lower leg)
GTEX-1F75B-0426-SM-7PC38	Artery - Tibial
GTEX-1F75B-0526-SM-7P8T5	Muscle - Skeletal
GTEX-1F75B-0626-SM-7SB8A	Breast - Mammary Tissue
GTEX-1F75B-0726-SM-7PC3R	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F75B-0826-SM-9QEIT	Thyroid
GTEX-1F75B-1026-SM-9JGFS	Lung
GTEX-1F75B-1126-SM-7RHGP	Heart - Atrial Appendage
GTEX-1F75B-1226-SM-7MXTW	Adipose - Visceral (Omentum)
GTEX-1F75B-2726-SM-7P8QO	Colon - Transverse
GTEX-1F75B-3026-SM-7PBZ7	Brain - Cortex
GTEX-1F75B-3126-SM-9JGGE	Pituitary
GTEX-1F75I-0001-SM-EVR3C	Cells - EBV-transformed lymphocytes
GTEX-1F75I-0005-SM-ADEHC	Whole Blood
GTEX-1F75I-0008-SM-EWRMH	Cells - Cultured fibroblasts
GTEX-1F75I-0126-SM-9WPPW	Adrenal Gland
GTEX-1F75I-0226-SM-7MKHQ	Spleen
GTEX-1F75I-0326-SM-9YFLU	Skin - Sun Exposed (Lower leg)
GTEX-1F75I-0426-SM-7PC3S	Adipose - Subcutaneous
GTEX-1F75I-0526-SM-7RHI3	Muscle - Skeletal
GTEX-1F75I-0626-SM-7PBZ8	Artery - Tibial
GTEX-1F75I-0926-SM-7MXUU	Thyroid
GTEX-1F75I-1026-SM-7SB8B	Adipose - Visceral (Omentum)
GTEX-1F75I-1126-SM-9WYUO	Heart - Left Ventricle
GTEX-1F75I-1226-SM-9YFM4	Artery - Aorta
GTEX-1F75I-1326-SM-7PBZX	Heart - Atrial Appendage
GTEX-1F75I-1526-SM-7PBYJ	Esophagus - Gastroesophageal Junction
GTEX-1F75I-1626-SM-7RHI2	Esophagus - Muscularis
GTEX-1F75I-1726-SM-7MKGW	Esophagus - Mucosa
GTEX-1F75I-1826-SM-7MKGX	Stomach
GTEX-1F75I-2026-SM-7SB7N	Breast - Mammary Tissue
GTEX-1F75I-2226-SM-7SB8U	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F75I-2426-SM-9WPOY	Colon - Transverse
GTEX-1F75I-2526-SM-9WPOZ	Small Intestine - Terminal Ileum
GTEX-1F75W-0005-SM-A9SMP	Whole Blood
GTEX-1F75W-0008-SM-EAZCU	Cells - Cultured fibroblasts
GTEX-1F75W-0011-R10b-SM-ARU7Z	Brain - Frontal Cortex (BA9)
GTEX-1F75W-0011-R11b-SM-AHZ34	Brain - Cerebellar Hemisphere
GTEX-1F75W-0011-R1a-SM-ARU81	Brain - Hippocampus
GTEX-1F75W-0011-R5b-SM-9QEGV	Brain - Caudate (basal ganglia)
GTEX-1F75W-0011-R6a-SM-9QEI5	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F75W-0011-R7a-SM-9QEI6	Brain - Putamen (basal ganglia)
GTEX-1F75W-0011-R8a-SM-9QEI4	Brain - Hypothalamus
GTEX-1F75W-0226-SM-9JGGP	Adipose - Subcutaneous
GTEX-1F75W-0326-SM-7PC2Q	Muscle - Skeletal
GTEX-1F75W-0426-SM-9MQKG	Nerve - Tibial
GTEX-1F75W-0626-SM-7PC13	Lung
GTEX-1F75W-2126-SM-7RHIA	Colon - Sigmoid
GTEX-1F75W-2726-SM-7SB8H	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F75W-3126-SM-7P8SJ	Brain - Cerebellum
GTEX-1F7RK-0006-SM-ACKV4	Whole Blood
GTEX-1F7RK-0008-SM-EWRMI	Cells - Cultured fibroblasts
GTEX-1F7RK-0011-R10b-SM-ARU7Y	Brain - Frontal Cortex (BA9)
GTEX-1F7RK-0011-R11b-SM-9QEI2	Brain - Cerebellar Hemisphere
GTEX-1F7RK-0011-R3b-SM-9OSWJ	Brain - Anterior cingulate cortex (BA24)
GTEX-1F7RK-0011-R4b-SM-9QEI7	Brain - Amygdala
GTEX-1F7RK-0011-R5b-SM-9WG5S	Brain - Caudate (basal ganglia)
GTEX-1F7RK-0011-R6b-SM-ARZMG	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F7RK-0126-SM-7PC2S	Skin - Sun Exposed (Lower leg)
GTEX-1F7RK-0326-SM-7RHH7	Muscle - Skeletal
GTEX-1F7RK-0426-SM-7SB7O	Nerve - Tibial
GTEX-1F7RK-0526-SM-7PC3T	Artery - Tibial
GTEX-1F7RK-0826-SM-7SB8V	Lung
GTEX-1F7RK-1326-SM-7PC39	Artery - Aorta
GTEX-1F7RK-1526-SM-7P8T6	Esophagus - Mucosa
GTEX-1F7RK-1726-SM-7MXUV	Pituitary
GTEX-1F7RK-1826-SM-7RHI4	Brain - Cortex
GTEX-1F88E-0008-SM-EAZCR	Cells - Cultured fibroblasts
GTEX-1F88E-0011-R6a-SM-CKZNW	Brain - Nucleus accumbens (basal ganglia)
GTEX-1F88E-0011-R8a-SM-CJI2H	Brain - Hypothalamus
GTEX-1F88E-0526-SM-7SB8J	Adipose - Subcutaneous
GTEX-1F88E-0626-SM-7PC3C	Nerve - Tibial
GTEX-1F88E-1626-SM-7SB8Z	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F88E-1826-SM-9MQLV	Muscle - Skeletal
GTEX-1F88E-2026-SM-7MXVP	Ovary
GTEX-1F88E-2826-SM-7RHHE	Brain - Cortex
GTEX-1F88E-2926-SM-7MXVQ	Pituitary
GTEX-1F88F-0005-SM-A9SK2	Whole Blood
GTEX-1F88F-0008-SM-EAZCT	Cells - Cultured fibroblasts
GTEX-1F88F-0011-R9b-SM-9WG7L	Brain - Spinal cord (cervical c-1)
GTEX-1F88F-0126-SM-9WYSZ	Skin - Not Sun Exposed (Suprapubic)
GTEX-1F88F-0226-SM-9WYT1	Artery - Aorta
GTEX-1F88F-0326-SM-9KNV3	Heart - Atrial Appendage
GTEX-1F88F-0726-SM-7P8R7	Thyroid
GTEX-1F88F-0926-SM-7RHH8	Lung
GTEX-1F88F-1126-SM-7MKHL	Esophagus - Mucosa
GTEX-1F88F-1526-SM-9JGG1	Adrenal Gland
GTEX-1F88F-1626-SM-7PBZB	Esophagus - Gastroesophageal Junction
GTEX-1F88F-2126-SM-9KNUK	Ovary
GTEX-1F88F-2526-SM-7PC2R	Muscle - Skeletal
GTEX-1F88F-2626-SM-9WG5K	Adipose - Subcutaneous
GTEX-1F88F-2726-SM-7PBZZ	Skin - Sun Exposed (Lower leg)
GTEX-1F88F-2826-SM-7SB8W	Nerve - Tibial
GTEX-1F88F-2926-SM-7PBZA	Artery - Tibial
GTEX-1F88F-3226-SM-9JGH1	Pituitary
GTEX-1FIGZ-0001-SM-EAZCM	Cells - EBV-transformed lymphocytes
GTEX-1FIGZ-0008-SM-EAZCS	Cells - Cultured fibroblasts
GTEX-1FIGZ-0126-SM-7MKGZ	Spleen
GTEX-1FIGZ-0226-SM-7P8QR	Thyroid
GTEX-1FIGZ-0326-SM-7RHGT	Lung
GTEX-1FIGZ-1626-SM-7SB8L	Adipose - Subcutaneous
GTEX-1FIGZ-1726-SM-9MQKS	Muscle - Skeletal
GTEX-1FIGZ-1926-SM-9KNUL	Artery - Tibial
GTEX-1GF9U-0001-SM-EAZCO	Cells - EBV-transformed lymphocytes
GTEX-1GF9U-0005-SM-A9SK1	Whole Blood
GTEX-1GF9U-0008-SM-EAZCV	Cells - Cultured fibroblasts
GTEX-1GF9U-0126-SM-AHZ4G	Spleen
GTEX-1GF9U-0226-SM-7P8TY	Thyroid
GTEX-1GF9U-0326-SM-7SB91	Artery - Aorta
GTEX-1GF9U-0426-SM-7RHHA	Heart - Left Ventricle
GTEX-1GF9U-0526-SM-7P8SK	Heart - Atrial Appendage
GTEX-1GF9U-0826-SM-7MXTZ	Esophagus - Mucosa
GTEX-1GF9U-0926-SM-7PC14	Esophagus - Muscularis
GTEX-1GF9U-1026-SM-ARZNL	Esophagus - Gastroesophageal Junction
GTEX-1GF9U-1126-SM-AHZ4H	Stomach
GTEX-1GF9U-1226-SM-ARL9I	Adipose - Visceral (Omentum)
GTEX-1GF9U-1526-SM-7MXUW	Colon - Transverse
GTEX-1GF9U-1726-SM-7MGY5	Breast - Mammary Tissue
GTEX-1GF9U-1826-SM-7P8T7	Uterus
GTEX-1GF9U-1926-SM-7P8TZ	Vagina
GTEX-1GF9U-2026-SM-7SB92	Skin - Not Sun Exposed (Suprapubic)
GTEX-1GF9U-2126-SM-7SB7L	Skin - Sun Exposed (Lower leg)
GTEX-1GF9U-2326-SM-7RHH9	Muscle - Skeletal
GTEX-1GF9U-2426-SM-7SB8C	Nerve - Tibial
GTEX-1GF9U-2526-SM-7PC3U	Artery - Tibial
GTEX-1GF9V-0006-SM-A96RD	Whole Blood
GTEX-1GF9V-0008-SM-EAZCW	Cells - Cultured fibroblasts
GTEX-1GF9V-0011-R10b-SM-CKZNP	Brain - Frontal Cortex (BA9)
GTEX-1GF9V-0011-R1a-SM-CKZNQ	Brain - Hippocampus
GTEX-1GF9V-0011-R5a-SM-9QEI8	Brain - Caudate (basal ganglia)
GTEX-1GF9V-0011-R6b-SM-CJI2Q	Brain - Nucleus accumbens (basal ganglia)
GTEX-1GF9V-0011-R7a-SM-CJI2R	Brain - Putamen (basal ganglia)
GTEX-1GF9V-0011-R8b-SM-CE6RB	Brain - Hypothalamus
GTEX-1GF9V-0011-R9a-SM-CL53K	Brain - Spinal cord (cervical c-1)
GTEX-1GF9V-0126-SM-9WYT2	Muscle - Skeletal
GTEX-1GF9V-0226-SM-9MQKA	Adipose - Subcutaneous
GTEX-1GF9V-0326-SM-7RHI5	Skin - Sun Exposed (Lower leg)
GTEX-1GF9V-0426-SM-7PC11	Artery - Tibial
GTEX-1GF9V-0526-SM-7PC2T	Nerve - Tibial
GTEX-1GF9V-0626-SM-7MXU1	Testis
GTEX-1GF9V-0726-SM-9KNU4	Prostate
GTEX-1GF9V-0826-SM-9KNUV	Skin - Not Sun Exposed (Suprapubic)
GTEX-1GF9V-0926-SM-9KNW7	Thyroid
GTEX-1GF9V-1026-SM-9KNW3	Lung
GTEX-1GF9V-1126-SM-9MQM7	Adipose - Visceral (Omentum)
GTEX-1GF9V-1226-SM-7MKGY	Liver
GTEX-1GF9V-1526-SM-7PC3E	Artery - Aorta
GTEX-1GF9V-1626-SM-7PBXL	Heart - Left Ventricle
GTEX-1GF9V-1726-SM-9KNW4	Heart - Atrial Appendage
GTEX-1GF9V-1926-SM-9JGHE	Kidney - Cortex
GTEX-1GF9V-2026-SM-9JGHS	Adrenal Gland
GTEX-1GF9V-2526-SM-7SB8K	Breast - Mammary Tissue
GTEX-1GF9V-2926-SM-7PBXO	Brain - Cortex
GTEX-1GF9V-3026-SM-7P8R8	Brain - Cerebellum
GTEX-1GF9V-3126-SM-7MKHH	Pituitary
GTEX-1GF9W-0006-SM-ARZL1	Whole Blood
GTEX-1GF9W-0008-SM-EAZCY	Cells - Cultured fibroblasts
GTEX-1GF9W-0011-R10a-SM-9OSXH	Brain - Frontal Cortex (BA9)
GTEX-1GF9W-0011-R11b-SM-9OSXG	Brain - Cerebellar Hemisphere
GTEX-1GF9W-0011-R1a-SM-9QEIQ	Brain - Hippocampus
GTEX-1GF9W-0011-R3b-SM-CJI2S	Brain - Anterior cingulate cortex (BA24)
GTEX-1GF9W-0011-R4a-SM-CE6RH	Brain - Amygdala
GTEX-1GF9W-0011-R5a-SM-CKZO4	Brain - Caudate (basal ganglia)
GTEX-1GF9W-0011-R6b-SM-9QEIE	Brain - Nucleus accumbens (basal ganglia)
GTEX-1GF9W-0011-R7b-SM-9QEIF	Brain - Putamen (basal ganglia)
GTEX-1GF9W-0011-R8b-SM-9QEIR	Brain - Hypothalamus
GTEX-1GF9W-0011-R9b-SM-9WG7J	Brain - Spinal cord (cervical c-1)
GTEX-1GF9W-0126-SM-7PC12	Nerve - Tibial
GTEX-1GF9W-0226-SM-7PC2U	Artery - Tibial
GTEX-1GF9W-0326-SM-9KNUN	Skin - Sun Exposed (Lower leg)
